ax,ay,az,temp,gx,gy,gz
0.0176,0.0723,1.0186,33.19,-2.16,-0.412,0.55
0.021,0.0771,1.0254,33.09,-2.214,-0.511,0.679
0.0198,0.0762,1.0125,33.05,-2.267,-0.542,0.71
0.019,0.0779,1.0139,33.24,-2.061,-0.519,0.45
0.0273,0.0803,1.0237,33.24,-2.122,-0.275,0.679
0.0227,0.0706,1.0281,33.14,-2.061,-0.206,0.489
0.0181,0.0796,1.0195,33.19,-2.145,-0.504,0.679
0.0232,0.0789,1.0166,33.19,-2.13,-0.527,0.763
0.0239,0.0754,1.0171,33.09,-2.176,-0.542,0.534
0.0181,0.0737,1.0305,33.09,-2.191,-0.45,0.695
0.0208,0.0808,1.0312,33.24,-2.137,-0.695,0.481
0.0249,0.0803,1.0261,33.14,-2.176,-0.374,0.687
0.0183,0.0786,1.0234,33.24,-2.252,-0.42,0.695
0.0154,0.072,1.019,33.09,-2.115,-0.427,0.702
0.0166,0.073,1.0176,33.14,-2.282,-0.435,0.611
0.0203,0.0791,1.0239,33.19,-2.122,-0.405,0.595
0.0154,0.0793,1.0273,33.24,-2.221,-0.58,0.664
0.0256,0.0823,1.0232,33.09,-2.183,-0.55,0.573
0.02,0.0801,1.0259,33.09,-2.145,-0.45,0.626
0.0159,0.0815,1.0237,33.19,-2.069,-0.42,0.55
0.019,0.0728,1.0229,33.19,-2.107,-0.504,0.695
0.0195,0.0732,1.0225,33.09,-2.198,-0.397,0.649
0.0173,0.0752,1.0266,33.19,-2.053,-0.252,0.664
0.0173,0.0784,1.0132,33.19,-2.084,-0.595,0.58
0.021,0.0806,1.0203,33.19,-2.145,-0.611,0.542
0.02,0.0796,1.0188,33.24,-2.145,-0.458,0.656
0.0156,0.0793,1.0205,33.24,-2.176,-0.397,0.534
0.0139,0.0789,1.0173,33.24,-2.229,-0.557,0.649
0.01,0.0769,1.0217,33.19,-2.16,-0.344,0.519
0.0188,0.0803,1.0242,33.19,-2.298,-0.496,0.71
0.019,0.0735,1.0188,33.19,-2.16,-0.473,0.74
0.0215,0.0815,1.0159,33.09,-2.229,-0.328,0.55
0.0227,0.0801,1.0166,33.14,-1.969,-0.595,0.58
0.0176,0.0781,1.0208,33.14,-2.023,-0.504,0.595
0.0227,0.0735,1.0322,33.14,-2.229,-0.305,0.702
0.0176,0.0845,1.0298,33.14,-1.985,-0.656,0.855
0.0183,0.0691,1.0278,33.19,-1.962,-0.397,0.695
0.0217,0.0779,1.0256,33.19,-2.061,-0.573,0.802
0.0183,0.0776,1.0198,33.19,-2.313,-0.351,0.702
0.0173,0.0742,1.0322,33.19,-2.26,-0.534,0.672
0.0198,0.0759,1.0239,33.24,-2.023,-0.344,0.718
0.0186,0.0786,1.0103,33.24,-2.061,-0.565,0.802
0.0149,0.075,1.019,33.14,-2.115,-0.321,0.679
0.0188,0.074,1.0273,33.14,-2.046,-0.412,0.634
0.0205,0.0767,1.0159,33.14,-2.298,-0.351,0.588
0.0156,0.0796,1.0193,33.24,-2.321,-0.405,0.626
0.0125,0.073,1.022,33.14,-2.061,-0.519,0.603
0.0222,0.0798,1.0215,33.19,-2.16,-0.489,0.687
0.0171,0.0793,1.0142,33.19,-2.183,-0.389,0.672
0.0208,0.0759,1.0125,33.19,-2.099,-0.687,0.458
0.0193,0.0825,1.021,33.09,-2.328,-0.435,0.611
0.0176,0.0786,1.0166,33.09,-2.107,-0.557,0.71
0.0173,0.083,1.0234,33.09,-2.275,-0.565,0.496
0.0232,0.0818,1.0242,33.14,-2.13,-0.473,0.458
0.0156,0.0745,1.0242,33.14,-2.176,-0.511,0.74
0.0195,0.0798,1.0203,33.24,-2.168,-0.42,0.687
0.0183,0.0801,1.0266,33.14,-2.031,-0.557,0.611
0.0159,0.084,1.0247,33.14,-2.069,-0.443,0.603
0.0137,0.0789,1.0208,33.24,-2.313,-0.504,0.481
0.0181,0.0742,1.0149,33.19,-2.16,-0.282,0.588
0.0203,0.0771,1.0339,33.09,-2.313,-0.344,0.603
0.0173,0.074,1.0151,33.19,-2.229,-0.374,0.595
0.0181,0.0764,1.0195,33.09,-2.267,-0.588,0.779
0.0171,0.0774,1.03,33.28,-2.137,-0.412,0.725
0.0164,0.0767,1.0215,33.14,-2.084,-0.519,0.573
0.0203,0.0781,1.0259,33.14,-2.115,-0.565,0.695
0.0176,0.0774,1.0242,33.14,-2.145,-0.557,0.534
0.0203,0.0784,1.0208,33.24,-2.0,-0.489,0.71
0.022,0.0798,1.0212,33.24,-2.069,-0.443,0.756
0.0198,0.0757,1.021,33.14,-2.115,-0.359,0.618
0.0232,0.073,1.0056,33.14,-2.176,-0.565,0.817
0.0154,0.0757,1.0227,33.14,-2.198,-0.466,0.763
0.0227,0.075,1.0195,33.14,-2.191,-0.382,0.695
0.0164,0.0752,1.0212,33.19,-2.099,-0.443,0.649
0.0205,0.075,1.0183,33.28,-2.282,-0.58,0.649
0.0173,0.0762,1.0161,33.19,-2.229,-0.29,0.855
0.0117,0.0793,1.0234,33.19,-2.145,-0.641,0.664
0.012,0.0781,1.0222,33.14,-2.015,-0.321,0.626
0.0142,0.0767,1.0186,33.14,-2.107,-0.366,0.427
0.0127,0.0779,1.0151,33.14,-2.122,-0.42,0.641
0.0171,0.0771,1.0217,33.19,-2.122,-0.221,0.573
0.0161,0.0867,1.0225,33.19,-2.229,-0.489,0.802
0.0193,0.0754,1.0281,33.19,-2.13,-0.489,0.58
0.0183,0.0745,1.0217,33.19,-2.137,-0.168,0.687
0.0266,0.0776,1.0251,33.09,-2.084,-0.359,0.595
0.0198,0.0781,1.0193,33.19,-2.084,-0.366,0.74
0.0156,0.0771,1.0256,33.14,-2.137,-0.55,0.634
0.0168,0.0769,1.0244,33.14,-2.298,-0.496,0.687
0.0188,0.0757,1.02,33.14,-2.13,-0.565,0.687
0.0164,0.0776,1.0146,33.24,-2.168,-0.344,0.672
0.0171,0.0735,1.0295,33.19,-2.008,-0.458,0.687
0.0112,0.0769,1.0239,33.19,-2.145,-0.534,0.687
0.0195,0.0789,1.021,33.28,-2.214,-0.527,0.504
0.0203,0.0784,1.0261,33.19,-2.16,-0.443,0.672
0.0168,0.0779,1.0273,33.14,-2.198,-0.481,0.656
0.0205,0.0774,1.0366,33.24,-2.191,-0.344,0.748
0.0195,0.0789,1.0208,33.24,-2.153,-0.328,0.595
0.0171,0.0742,1.0229,33.19,-2.221,-0.42,0.527
0.0139,0.0815,1.0217,33.19,-2.267,-0.443,0.695
0.0164,0.073,1.02,33.19,-2.137,-0.557,0.542
0.0098,0.0745,1.011,33.24,-2.16,-0.214,0.809
0.0193,0.0801,1.0239,33.24,-2.176,-0.565,0.649
0.0168,0.0742,1.0178,33.05,-2.084,-0.542,0.687
0.0132,0.0747,1.0156,33.19,-2.244,-0.565,0.779
0.0168,0.0845,1.0215,33.19,-2.015,-0.336,0.641
0.0171,0.0752,1.0239,33.09,-2.115,-0.344,0.656
0.0215,0.0793,1.022,33.19,-2.229,-0.397,0.687
0.0195,0.0803,1.0234,33.14,-2.145,-0.397,0.534
0.019,0.0728,1.022,33.24,-1.947,-0.595,0.809
0.0173,0.0767,1.022,33.14,-2.29,-0.542,0.763
0.0168,0.0796,1.0188,33.19,-1.977,-0.458,0.702
0.0217,0.0781,1.0237,33.19,-2.252,-0.573,0.588
0.0164,0.073,1.0234,33.09,-2.328,-0.313,0.595
0.0149,0.0752,1.0303,33.28,-2.344,-0.58,0.534
0.0203,0.0764,1.0149,33.14,-2.412,-0.45,0.534
0.0139,0.0793,1.0186,33.24,-2.191,-0.336,0.832
0.0168,0.0811,1.0186,33.24,-2.16,-0.328,0.802
0.019,0.0779,1.0178,33.14,-2.336,-0.405,0.603
0.0164,0.0769,1.0244,33.19,-2.176,-0.382,0.84
0.0215,0.0691,1.0234,33.09,-2.214,-0.55,0.779
0.0156,0.0776,1.0251,33.09,-2.198,-0.473,0.718
0.0161,0.0779,1.0295,33.14,-2.176,-0.298,0.641
0.0195,0.0818,1.0227,33.24,-2.168,-0.366,0.626
0.0178,0.0767,1.0276,33.09,-2.13,-0.565,0.695
0.0244,0.0808,1.0186,33.19,-2.191,-0.305,0.595
0.0188,0.0801,1.0173,33.19,-2.16,-0.237,0.771
0.0181,0.0764,1.0281,33.09,-2.214,-0.511,0.847
0.0171,0.0757,1.0181,33.14,-2.015,-0.489,0.74
0.0186,0.0793,1.0256,33.14,-2.061,-0.435,0.557
0.0173,0.0735,1.0166,33.19,-2.282,-0.443,0.634
0.019,0.0762,1.0159,33.19,-2.359,-0.656,0.641
0.0164,0.0732,1.02,33.19,-2.076,-0.473,0.611
0.02,0.0786,1.0334,33.24,-2.145,-0.595,0.481
0.0193,0.0747,1.0261,33.14,-2.16,-0.481,0.55
0.0173,0.0774,1.0225,33.19,-2.237,-0.504,0.824
0.0198,0.0835,1.0203,33.09,-2.214,-0.519,0.626
0.0164,0.0779,1.0161,33.19,-2.015,-0.473,0.71
0.0217,0.0745,1.0249,33.19,-2.023,-0.595,0.427
0.0127,0.0771,1.0146,33.14,-2.198,-0.511,0.641
0.011,0.0754,1.0208,33.14,-2.092,-0.565,0.756
0.0227,0.0781,1.0156,33.24,-2.153,-0.351,0.74
0.0254,0.0784,1.0229,33.28,-2.229,-0.42,0.802
0.0095,0.0806,1.0261,33.19,-2.069,-0.557,0.702
0.0186,0.0784,1.0283,33.09,-2.061,-0.275,0.649
0.021,0.073,1.0217,33.19,-2.053,-0.374,0.664
0.0088,0.0752,1.0222,33.24,-2.336,-0.496,0.779
0.0159,0.0823,1.0217,33.24,-2.168,-0.481,0.603
0.0144,0.0732,1.0208,33.14,-2.107,-0.481,0.527
0.02,0.0745,1.0239,33.14,-2.153,-0.321,0.672
0.0181,0.0806,1.009,33.19,-2.206,-0.489,0.779
0.022,0.0791,1.0046,33.28,-2.229,-0.534,0.496
0.0164,0.0725,1.0273,33.19,-2.206,-0.351,0.511
0.0195,0.0779,1.0276,33.09,-2.145,-0.412,0.649
0.0166,0.0764,1.0205,33.28,-2.237,-0.42,0.542
0.0164,0.0737,1.0322,33.19,-2.13,-0.29,0.656
0.0195,0.0803,1.0286,33.19,-2.053,-0.565,0.58
0.0181,0.072,1.0352,33.14,-2.351,-0.412,0.542
0.0215,0.0801,1.0132,33.24,-2.229,-0.214,0.565
0.0156,0.0774,1.0239,33.14,-2.107,-0.42,0.71
0.02,0.0737,1.022,33.19,-2.13,-0.397,0.641
0.0161,0.0747,1.0195,33.19,-2.153,-0.527,0.71
0.0146,0.0786,1.0215,33.19,-2.389,-0.557,0.649
0.0222,0.0754,1.0173,33.09,-2.351,-0.405,0.718
0.0171,0.0811,1.0249,33.19,-2.076,-0.359,0.489
0.0203,0.0732,1.0215,33.19,-2.244,-0.611,0.595
0.0195,0.0725,1.019,33.19,-2.214,-0.267,0.679
0.0171,0.072,1.0227,33.19,-2.176,-0.305,0.527
0.0164,0.0754,1.0149,33.14,-2.344,-0.588,0.641
0.0166,0.0732,1.0176,33.24,-2.13,-0.328,0.702
0.0166,0.0845,1.0278,33.24,-2.206,-0.565,0.817
0.0171,0.0837,1.0232,33.14,-2.328,-0.191,0.481
0.0188,0.0801,1.0256,33.14,-2.008,-0.443,0.695
0.0186,0.0754,1.0286,33.24,-2.076,-0.42,0.672
0.0125,0.0825,1.0312,33.14,-2.137,-0.466,0.649
0.0215,0.073,1.0259,33.09,-2.389,-0.595,0.565
0.02,0.0745,1.0151,33.14,-2.191,-0.557,0.58
0.0173,0.0764,1.0164,33.09,-2.061,-0.489,0.779
0.0215,0.0793,1.0217,33.09,-2.153,-0.366,0.603
0.0212,0.082,1.0225,33.19,-2.16,-0.496,0.695
0.0127,0.0808,1.0232,33.09,-2.107,-0.427,0.718
0.0168,0.0784,1.0271,33.19,-2.244,-0.511,0.794
0.0122,0.0688,1.0188,33.28,-2.061,-0.435,0.588
0.0134,0.0811,1.0178,33.19,-2.122,-0.626,0.756
0.0195,0.0757,1.0286,33.24,-2.076,-0.458,0.702
0.02,0.0796,1.0247,33.24,-2.092,-0.573,0.611
0.0132,0.0798,1.0164,33.14,-2.389,-0.405,0.573
0.0222,0.0776,1.0208,33.24,-2.298,-0.397,0.595
0.0203,0.0747,1.0244,33.24,-2.237,-0.496,0.595
0.0161,0.0759,1.0112,33.28,-2.015,-0.504,0.74
0.0188,0.0825,1.0205,33.09,-2.344,-0.427,0.718
0.02,0.074,1.0088,33.19,-2.29,-0.397,0.618
0.0151,0.0764,1.0227,33.14,-2.015,-0.382,0.672
0.0239,0.0771,1.0137,33.24,-2.237,-0.687,0.649
0.0164,0.0779,1.0164,33.19,-2.344,-0.427,0.679
0.0205,0.0789,1.0232,33.19,-2.183,-0.519,0.664
0.0208,0.085,1.0222,33.19,-2.168,-0.427,0.756
0.0149,0.0801,1.0225,33.19,-2.053,-0.397,0.504
0.0217,0.0842,1.0232,33.14,-2.122,-0.405,0.725
0.0144,0.0769,1.0264,33.14,-2.053,-0.435,0.756
0.019,0.0791,1.0254,33.24,-2.13,-0.443,0.473
0.0176,0.0767,1.0234,33.19,-2.221,-0.557,0.71
0.021,0.0762,1.0217,33.09,-2.221,-0.298,0.626
0.0127,0.074,1.0227,33.19,-2.183,-0.489,0.878
0.0186,0.0828,1.0229,33.14,-2.084,-0.618,0.573
0.0154,0.0791,1.0168,33.19,-2.198,-0.504,0.565
0.0195,0.0767,1.0122,33.19,-2.221,-0.351,0.58
0.0132,0.0801,1.0234,33.19,-2.252,-0.435,0.626
0.0168,0.0745,1.0176,33.19,-2.198,-0.473,0.847
0.0107,0.0796,1.0186,33.24,-2.16,-0.405,0.695
0.0178,0.0737,1.022,33.14,-2.015,-0.527,0.595
0.0198,0.0754,1.0176,33.33,-2.122,-0.405,0.679
0.0176,0.0847,1.0325,33.28,-2.252,-0.496,0.687
0.0188,0.0803,1.0168,33.19,-2.168,-0.588,0.733
0.0095,0.0759,1.0195,33.19,-2.107,-0.527,0.771
0.019,0.0725,1.02,33.19,-2.313,-0.473,0.481
0.0205,0.0786,1.0171,33.09,-2.237,-0.519,0.511
0.0193,0.0715,1.0127,33.19,-2.137,-0.458,0.809
0.0137,0.083,1.0242,33.14,-2.092,-0.481,0.664
0.0188,0.0745,1.0144,33.24,-2.031,-0.42,0.634
0.0127,0.0764,1.0164,33.09,-2.137,-0.458,0.672
0.0208,0.0796,1.0259,33.19,-2.26,-0.588,0.55
0.0151,0.0823,1.0249,33.19,-2.382,-0.359,0.542
0.0161,0.0754,1.0183,33.19,-1.954,-0.336,0.664
0.0212,0.0791,1.0259,33.28,-2.237,-0.519,0.588
0.0171,0.0793,1.0156,33.14,-2.008,-0.534,0.733
0.0164,0.0771,1.0283,33.24,-2.153,-0.489,0.763
0.0173,0.073,1.0234,33.14,-2.298,-0.328,0.748
0.0176,0.0796,1.0193,33.14,-2.107,-0.389,0.817
0.0168,0.0823,1.0142,33.14,-2.221,-0.55,0.618
0.0164,0.0791,1.02,33.09,-2.176,-0.328,0.595
0.0168,0.0764,1.0212,33.19,-2.191,-0.42,0.603
0.0085,0.0764,1.0278,33.19,-2.107,-0.412,0.74
0.0171,0.0779,1.0198,33.19,-2.176,-0.473,0.763
0.0193,0.0796,1.0254,33.24,-2.023,-0.626,0.634
0.0171,0.0781,1.0178,33.24,-2.206,-0.45,0.702
0.0227,0.0813,1.0154,33.14,-2.26,-0.42,0.695
0.0195,0.0789,1.0239,33.24,-2.237,-0.389,0.672
0.0132,0.0754,1.0212,33.24,-2.153,-0.176,0.397
0.0139,0.0806,1.0195,33.24,-2.313,-0.29,0.748
0.0181,0.0789,1.0259,33.14,-2.137,-0.481,0.733
0.0159,0.0779,1.0225,33.19,-2.122,-0.389,0.458
0.021,0.0828,1.0166,33.24,-2.267,-0.565,0.573
0.0161,0.0789,1.0215,33.09,-2.191,-0.382,0.779
0.0142,0.0735,1.021,33.19,-2.313,-0.603,0.695
0.0222,0.0767,1.0269,33.19,-2.13,-0.496,0.74
0.0154,0.0833,1.0227,33.19,-2.328,-0.534,0.695
0.0132,0.0745,1.0176,33.19,-2.282,-0.542,0.656
0.019,0.0776,1.0225,33.19,-2.29,-0.573,0.656
0.0134,0.0752,1.0266,33.24,-2.153,-0.595,0.74
0.0217,0.0784,1.0254,33.14,-2.313,-0.397,0.618
0.0144,0.0781,1.0247,33.24,-2.069,-0.618,0.672
0.0203,0.0737,1.0215,33.24,-2.092,-0.458,0.748
0.0208,0.075,1.0293,33.33,-2.221,-0.298,0.71
0.0181,0.0771,1.0198,33.24,-2.344,-0.336,0.519
0.0205,0.0728,1.0244,33.24,-2.176,-0.565,0.664
0.0134,0.075,1.022,33.24,-2.267,-0.382,0.55
0.0203,0.0732,1.0203,33.24,-2.176,-0.344,0.458
0.0186,0.0759,1.022,33.14,-2.115,-0.191,0.664
0.0186,0.0845,1.0234,33.24,-2.153,-0.443,0.496
0.0183,0.0718,1.0225,33.24,-2.244,-0.374,0.626
0.0107,0.0779,1.0234,33.09,-2.198,-0.336,0.534
0.019,0.082,1.0178,33.19,-2.076,-0.389,0.611
0.0205,0.0779,1.0232,33.19,-2.046,-0.427,0.611
0.0137,0.0759,1.0217,33.09,-2.191,-0.336,0.664
0.0127,0.0742,1.02,33.28,-2.015,-0.374,0.603
0.0178,0.0779,1.0227,33.19,-2.198,-0.397,0.641
0.0273,0.0713,1.0264,33.28,-2.198,-0.366,0.802
0.0166,0.0801,1.022,33.24,-2.206,-0.405,0.733
0.021,0.0784,1.0295,33.24,-2.0,-0.511,0.611
0.0178,0.0808,1.021,33.14,-2.183,-0.382,0.733
0.0151,0.0789,1.0242,33.24,-2.351,-0.389,0.588
0.0222,0.083,1.0168,33.28,-2.435,-0.328,0.687
0.0188,0.073,1.0269,33.09,-2.321,-0.58,0.664
0.0181,0.0796,1.0173,33.19,-2.282,-0.504,0.763
0.0176,0.074,1.0269,33.28,-2.115,-0.45,0.725
0.0159,0.0823,1.0164,33.19,-2.191,-0.534,0.725
0.0149,0.0798,1.0237,33.28,-2.298,-0.328,0.733
0.0173,0.0757,1.0195,33.19,-2.015,-0.603,0.71
0.0183,0.0764,1.0254,33.19,-2.038,-0.366,0.71
0.0261,0.074,1.0234,33.19,-2.13,-0.298,0.542
0.0146,0.0798,1.019,33.14,-2.183,-0.405,0.626
0.0176,0.0779,1.0205,33.33,-2.122,-0.511,0.809
0.0176,0.0774,1.0183,33.14,-2.191,-0.542,0.641
0.0193,0.0815,1.0259,33.24,-2.336,-0.443,0.733
0.0225,0.0789,1.0256,33.14,-2.107,-0.595,0.702
0.0222,0.0793,1.0173,33.24,-2.145,-0.527,0.71
0.0195,0.0762,1.0186,33.14,-2.122,-0.321,0.626
0.0168,0.0815,1.02,33.09,-2.137,-0.489,0.702
0.0193,0.0791,1.0286,33.19,-2.13,-0.359,0.595
0.021,0.0781,1.0237,33.28,-2.26,-0.672,0.649
0.0159,0.0745,1.0186,33.19,-2.122,-0.481,0.695
0.0149,0.0718,1.0251,33.28,-2.282,-0.366,0.672
0.0178,0.0801,1.0122,33.19,-2.053,-0.366,0.542
0.0217,0.0801,1.0303,33.19,-2.145,-0.344,0.817
0.0193,0.0769,1.0129,33.24,-2.344,-0.29,0.656
0.0203,0.0803,1.0298,33.24,-2.092,-0.405,0.863
0.0151,0.0796,1.0203,33.24,-2.206,-0.511,0.618
0.0159,0.0754,1.0283,33.24,-2.099,-0.466,0.771
0.0205,0.0796,1.0288,33.19,-2.145,-0.527,0.618
0.0171,0.084,1.0178,33.19,-2.176,-0.183,0.718
0.0161,0.0752,1.0198,33.28,-2.13,-0.237,0.557
0.0203,0.0769,1.0195,33.19,-2.237,-0.565,0.733
0.0215,0.0762,1.0215,33.19,-2.344,-0.527,0.664
0.0161,0.0784,1.0237,33.19,-2.198,-0.405,0.618
0.019,0.0742,1.0225,33.24,-1.992,-0.176,0.695
0.0183,0.083,1.0286,33.14,-2.153,-0.336,0.718
0.0168,0.0779,1.0195,33.24,-2.153,-0.496,0.725
0.0137,0.0823,1.0264,33.33,-2.336,-0.58,0.511
0.0239,0.0745,1.0249,33.14,-2.183,-0.588,0.695
0.0208,0.0732,1.0193,33.14,-2.244,-0.473,0.595
0.0198,0.0774,1.0254,33.28,-2.336,-0.382,0.664
0.0208,0.0759,1.0173,33.19,-2.206,-0.466,0.679
0.019,0.0854,1.02,33.19,-2.046,-0.351,0.702
0.0188,0.0791,1.0271,33.28,-2.183,-0.313,0.641
0.0159,0.0803,1.0151,33.19,-2.328,-0.313,0.656
0.0205,0.0762,1.0227,33.19,-2.282,-0.427,0.588
0.0154,0.0776,1.0229,33.14,-2.122,-0.496,0.733
0.0173,0.083,1.0239,33.24,-2.198,-0.466,0.55
0.0198,0.0759,1.0193,33.24,-2.328,-0.573,0.618
0.0203,0.0774,1.0198,33.14,-2.13,-0.366,0.718
0.0232,0.0796,1.0271,33.24,-2.046,-0.389,0.687
0.0142,0.0781,1.0266,33.19,-2.084,-0.496,0.687
0.0186,0.0769,1.0154,33.19,-2.214,-0.443,0.481
0.0173,0.0754,1.0166,33.19,-2.321,-0.534,0.565
0.0239,0.0757,1.0178,33.28,-2.328,-0.405,0.504
0.012,0.0793,1.0154,33.19,-2.145,-0.427,0.557
0.0159,0.0732,1.0291,33.19,-2.176,-0.489,0.634
0.0161,0.0771,1.0254,33.14,-2.183,-0.389,0.679
0.0166,0.0769,1.0186,33.24,-2.29,-0.389,0.641
0.0149,0.0752,1.022,33.24,-2.115,-0.443,0.473
0.02,0.073,1.0242,33.14,-2.244,-0.527,0.664
0.0156,0.074,1.0178,33.14,-2.115,-0.405,0.611
0.0173,0.0823,1.0183,33.14,-2.198,-0.489,0.649
0.0161,0.0818,1.0203,33.24,-2.16,-0.664,0.718
0.01,0.0747,1.0203,33.24,-2.29,-0.313,0.588
0.0186,0.0791,1.0254,33.24,-2.237,-0.481,0.794
0.0166,0.0752,1.0261,33.24,-2.0,-0.344,0.748
0.0144,0.0776,1.0273,33.24,-2.389,-0.42,0.588
0.0164,0.0742,1.0225,33.14,-2.16,-0.511,0.641
0.0198,0.0779,1.0317,33.14,-2.229,-0.489,0.718
0.0247,0.0737,1.0183,33.33,-2.183,-0.389,0.626
0.0166,0.0745,1.0181,33.14,-2.267,-0.672,0.641
0.0215,0.0757,1.0312,33.24,-2.107,-0.305,0.786
0.0134,0.0718,1.0154,33.24,-2.183,-0.534,0.321
0.0215,0.075,1.0186,33.24,-2.206,-0.427,0.702
0.0232,0.0747,1.0256,33.24,-2.244,-0.328,0.824
0.0105,0.0747,1.0227,33.24,-2.122,-0.328,0.511
0.019,0.0769,1.0146,33.24,-2.183,-0.374,0.519
0.0188,0.0774,1.019,33.24,-2.328,-0.427,0.626
0.0159,0.0728,1.0181,33.33,-2.176,-0.542,0.817
0.0178,0.0789,1.0144,33.14,-2.267,-0.206,0.664
0.0208,0.0737,1.0186,33.24,-2.282,-0.389,0.641
0.0168,0.0803,1.0193,33.24,-2.26,-0.382,0.527
0.0195,0.0793,1.0251,33.19,-2.229,-0.359,0.618
0.0115,0.0725,1.0305,33.28,-1.977,-0.466,0.595
0.0186,0.0808,1.0281,33.19,-2.031,-0.397,0.595
0.0139,0.0757,1.0134,33.28,-1.939,-0.45,0.634
0.0171,0.074,1.0188,33.19,-2.13,-0.298,0.634
0.0178,0.0791,1.0159,33.19,-2.237,-0.328,0.626
0.0171,0.0762,1.0242,33.19,-2.229,-0.58,0.817
0.0149,0.0752,1.0137,33.19,-1.992,-0.481,0.588
0.0171,0.0728,1.0171,33.28,-2.183,-0.504,0.695
0.0164,0.0823,1.0186,33.28,-2.115,-0.595,0.611
0.0137,0.0806,1.0205,33.19,-2.099,-0.382,0.565
0.0146,0.0767,1.02,33.19,-2.229,-0.466,0.794
0.0139,0.075,1.0205,33.19,-2.137,-0.366,0.588
0.0178,0.0776,1.0144,33.19,-1.947,-0.511,0.74
0.0164,0.0771,1.0305,33.28,-2.107,-0.382,0.687
0.0188,0.0745,1.0198,33.19,-2.16,-0.244,0.611
0.0173,0.0779,1.0225,33.24,-2.168,-0.427,0.786
0.0164,0.0735,1.0122,33.14,-2.198,-0.618,0.611
0.0137,0.0771,1.0225,33.24,-2.237,-0.305,0.687
0.0181,0.0781,1.0271,33.14,-2.191,-0.588,0.534
0.0164,0.0781,1.0161,33.33,-2.244,-0.366,0.809
0.0186,0.0718,1.0166,33.19,-2.244,-0.473,0.557
0.0193,0.0757,1.0183,33.24,-2.244,-0.458,0.664
0.0181,0.0745,1.0159,33.19,-2.076,-0.466,0.672
0.0186,0.0786,1.0164,33.28,-2.137,-0.443,0.542
0.0181,0.0793,1.0273,33.19,-2.084,-0.344,0.687
0.0203,0.0793,1.0134,33.19,-2.191,-0.534,0.672
0.0176,0.0793,1.0227,33.19,-2.107,-0.534,0.519
0.0215,0.0742,1.0208,33.19,-2.092,-0.542,0.588
0.0161,0.0771,1.0156,33.19,-2.29,-0.282,0.573
0.0166,0.0759,1.0225,33.19,-2.267,-0.527,0.603
0.0212,0.0786,1.0295,33.19,-2.145,-0.344,0.511
0.0183,0.085,1.0312,33.19,-2.244,-0.527,0.55
0.011,0.0857,1.0242,33.28,-2.16,-0.42,0.695
0.0142,0.0779,1.0227,33.33,-1.969,-0.542,0.595
0.0166,0.0781,1.03,33.24,-2.244,-0.542,0.824
0.0139,0.0735,1.0249,33.24,-2.122,-0.435,0.649
0.0232,0.0784,1.0134,33.24,-2.092,-0.519,0.534
0.0198,0.0774,1.019,33.24,-2.069,-0.489,0.679
0.0198,0.0764,1.0232,33.24,-2.061,-0.504,0.824
0.0198,0.0798,1.0334,33.24,-2.031,-0.481,0.618
0.0183,0.0771,1.0291,33.24,-2.252,-0.42,0.527
0.0195,0.0769,1.0212,33.19,-2.015,-0.443,0.603
0.019,0.074,1.0239,33.19,-2.153,-0.427,0.725
0.0229,0.0776,1.0156,33.19,-2.115,-0.275,0.687
0.0176,0.0757,1.0212,33.19,-2.221,-0.29,0.748
0.0203,0.0774,1.0144,33.14,-2.298,-0.412,0.763
0.0173,0.073,1.019,33.24,-2.275,-0.42,0.557
0.0176,0.082,1.0112,33.14,-1.954,-0.427,0.656
0.0176,0.0759,1.0232,33.24,-2.015,-0.244,0.443
0.0161,0.0803,1.0193,33.14,-2.168,-0.466,0.611
0.0198,0.0791,1.0264,33.24,-2.229,-0.458,0.679
0.0146,0.0789,1.0195,33.24,-2.244,-0.443,0.885
0.0212,0.0786,1.0232,33.24,-2.275,-0.458,0.656
0.0161,0.0774,1.0222,33.09,-2.137,-0.405,0.649
0.0242,0.0796,1.0276,33.14,-2.29,-0.466,0.649
0.0186,0.0825,1.0183,33.19,-2.351,-0.481,0.534
0.0188,0.0742,1.0259,33.28,-1.931,-0.672,0.74
0.0151,0.0742,1.0237,33.28,-2.13,-0.366,0.695
0.0186,0.0769,1.0244,33.09,-2.214,-0.534,0.786
0.0166,0.0774,1.0281,33.28,-2.183,-0.527,0.817
0.0186,0.0737,1.0205,33.28,-2.298,-0.275,0.405
0.0237,0.0789,1.0188,33.28,-2.183,-0.55,0.687
0.0188,0.074,1.0212,33.28,-2.183,-0.466,0.573
0.0205,0.0764,1.019,33.14,-2.069,-0.626,0.763
0.019,0.0789,1.0188,33.24,-2.183,-0.321,0.771
0.0212,0.0747,1.0215,33.33,-2.145,-0.443,0.718
0.022,0.0747,1.0242,33.24,-2.099,-0.122,0.557
0.0212,0.0769,1.0232,33.24,-2.214,-0.55,0.702
0.0176,0.074,1.0283,33.24,-2.053,-0.504,0.672
0.0198,0.0769,1.0225,33.24,-2.099,-0.573,0.573
0.0132,0.075,1.0256,33.19,-2.237,-0.45,0.542
0.0186,0.082,1.0278,33.19,-2.084,-0.374,0.725
0.0181,0.0725,1.02,33.19,-2.183,-0.595,0.687
