ax,ay,az,temp,gx,gy,gz
0.0156,0.0779,1.0176,33.28,-2.16,-0.435,0.71
0.0183,0.0813,1.0229,33.24,-2.405,-0.275,0.74
0.0203,0.0732,1.0256,33.14,-2.359,-0.305,0.611
0.0166,0.0774,1.0259,33.19,-2.405,-0.458,0.595
0.0115,0.0771,1.019,33.14,-2.099,-0.405,0.687
0.0215,0.075,1.0242,33.19,-2.252,-0.321,0.481
0.0159,0.0742,1.0239,33.19,-2.252,-0.672,0.664
0.0161,0.0757,1.0134,33.19,-2.198,-0.458,0.481
0.0178,0.075,1.0093,33.19,-2.076,-0.405,0.588
0.011,0.0779,1.0229,33.24,-1.916,-0.305,0.603
0.0107,0.0774,1.0107,33.24,-2.29,-0.389,0.611
0.0166,0.0781,1.0212,33.14,-2.076,-0.351,0.71
0.019,0.075,1.0159,33.24,-2.214,-0.351,0.634
0.0205,0.0752,1.0244,33.24,-2.053,-0.489,0.74
0.0183,0.0771,1.0293,33.19,-2.221,-0.504,0.603
0.0181,0.0781,1.0237,33.09,-2.29,-0.344,0.893
0.0166,0.0762,1.0156,33.28,-2.252,-0.534,0.687
0.0181,0.0815,1.022,33.19,-2.061,-0.557,0.565
0.0234,0.0747,1.0178,33.28,-2.351,-0.466,0.595
0.0203,0.0811,1.0276,33.24,-1.962,-0.435,0.733
0.0239,0.0752,1.0181,33.24,-1.962,-0.237,0.573
0.0178,0.0789,1.0244,33.24,-2.282,-0.489,0.702
0.0134,0.0806,1.0181,33.14,-2.053,-0.511,0.84
0.012,0.0793,1.0166,33.24,-2.137,-0.534,0.618
0.0166,0.0867,1.0234,33.24,-2.153,-0.336,0.603
0.0193,0.0823,1.022,33.24,-2.069,-0.511,0.786
0.022,0.0757,1.0295,33.24,-2.275,-0.489,0.511
0.02,0.083,1.0256,33.24,-2.389,-0.351,0.481
0.0168,0.075,1.01,33.28,-2.107,-0.55,0.557
0.0212,0.0762,1.0266,33.24,-2.092,-0.557,0.733
0.0168,0.0789,1.0298,33.09,-2.275,-0.42,0.603
0.0142,0.0754,1.0254,33.14,-2.137,-0.504,0.756
0.0173,0.0759,1.0239,33.19,-2.046,-0.435,0.702
0.0227,0.0796,1.0195,33.28,-2.092,-0.534,0.45
0.0239,0.0791,1.0144,33.19,-2.305,-0.366,0.534
0.0178,0.074,1.0239,33.19,-2.221,-0.641,0.641
0.0139,0.0786,1.0293,33.19,-2.084,-0.397,0.824
0.0242,0.0806,1.0205,33.19,-1.947,-0.435,0.626
0.0149,0.0774,1.0339,33.19,-2.16,-0.405,0.695
0.0164,0.0774,1.0166,33.19,-2.176,-0.496,0.71
0.0164,0.0862,1.0176,33.14,-2.313,-0.55,0.763
0.0173,0.0793,1.012,33.24,-2.198,-0.405,0.679
0.0161,0.0764,1.0251,33.24,-2.069,-0.496,0.55
0.0164,0.0786,1.0237,33.14,-2.16,-0.55,0.748
0.0112,0.0771,1.03,33.14,-2.16,-0.588,0.542
0.0186,0.0754,1.0261,33.24,-2.282,-0.412,0.382
0.0193,0.082,1.0137,33.24,-2.214,-0.282,0.74
0.0249,0.0796,1.0188,33.14,-2.168,-0.298,0.771
0.022,0.0784,1.0286,33.19,-2.244,-0.489,0.794
0.0183,0.0737,1.0183,33.19,-2.244,-0.351,0.695
0.0183,0.0776,1.0181,33.28,-1.977,-0.481,0.641
0.0188,0.0789,1.0276,33.28,-2.275,-0.443,0.618
0.0188,0.0774,1.0208,33.09,-2.328,-0.534,0.771
0.0193,0.0762,1.0198,33.19,-2.221,-0.511,0.611
0.0098,0.0762,1.019,33.19,-2.076,-0.405,0.672
0.0173,0.0774,1.0237,33.19,-2.328,-0.489,0.74
0.0208,0.0781,1.0176,33.24,-2.137,-0.397,0.496
0.0156,0.0769,1.0217,33.24,-2.115,-0.756,0.649
0.0208,0.0779,1.0232,33.14,-2.26,-0.252,0.649
0.0115,0.0837,1.0276,33.24,-2.206,-0.374,0.618
0.0251,0.0728,1.0171,33.14,-2.244,-0.473,0.626
0.0156,0.0757,1.0229,33.24,-2.298,-0.443,0.519
0.0208,0.0771,1.0234,33.33,-2.267,-0.336,0.687
0.0142,0.0811,1.0195,33.19,-2.137,-0.359,0.718
0.0166,0.0779,1.0242,33.24,-2.221,-0.397,0.832
0.0173,0.0769,1.0193,33.19,-2.046,-0.534,0.641
0.0149,0.0828,1.0244,33.24,-2.145,-0.412,0.519
0.0203,0.0793,1.0215,33.19,-2.321,-0.382,0.595
0.0171,0.0784,1.0242,33.28,-2.115,-0.489,0.573
0.0164,0.0732,1.0203,33.19,-2.244,-0.382,0.725
0.0156,0.0818,1.0247,33.19,-2.397,-0.55,0.58
0.0186,0.0796,1.0276,33.19,-2.13,-0.588,0.519
0.0225,0.0735,1.0217,33.14,-2.26,-0.565,0.573
0.0164,0.082,1.0239,33.24,-2.206,-0.252,0.679
0.0103,0.0779,1.0269,33.24,-2.038,-0.328,0.679
0.0217,0.0803,1.0242,33.14,-2.099,-0.405,0.779
0.0217,0.0793,1.0215,33.33,-2.053,-0.504,0.695
0.0183,0.0808,1.0271,33.14,-2.153,-0.542,0.565
0.0217,0.0774,1.0227,33.28,-2.099,-0.206,0.641
0.0193,0.0747,1.0198,33.19,-2.069,-0.435,0.664
0.0234,0.0752,1.0161,33.19,-2.015,-0.389,0.672
0.0164,0.075,1.02,33.19,-2.038,-0.374,0.878
0.0176,0.0796,1.0239,33.28,-2.046,-0.366,0.435
0.0193,0.0779,1.0247,33.28,-2.305,-0.748,0.725
0.0215,0.0791,1.0234,33.14,-2.16,-0.374,0.527
0.0166,0.0764,1.0166,33.14,-2.099,-0.321,0.656
0.0122,0.074,1.0244,33.24,-2.031,-0.45,0.519
0.0195,0.0808,1.022,33.28,-2.099,-0.496,0.481
0.0122,0.0811,1.0308,33.19,-1.878,-0.489,0.786
0.0237,0.0818,1.0242,33.19,-2.191,-0.489,0.634
0.011,0.0762,1.0212,33.28,-2.198,-0.351,0.71
0.0149,0.0784,1.0208,33.19,-2.275,-0.435,0.679
0.0083,0.0791,1.0161,33.24,-2.107,-0.527,0.557
0.0171,0.0771,1.0266,33.14,-1.893,-0.466,0.725
0.0178,0.0769,1.0193,33.14,-2.023,-0.382,0.687
0.0212,0.0798,1.0173,33.24,-2.153,-0.374,0.649
0.0188,0.0781,1.0332,33.24,-2.267,-0.389,0.649
0.0212,0.072,1.0208,33.33,-2.206,-0.473,0.702
0.019,0.0784,1.0325,33.28,-2.336,-0.405,0.603
0.0193,0.0798,1.0208,33.28,-2.275,-0.489,0.588
0.0198,0.0703,1.0217,33.19,-2.13,-0.473,0.733
0.02,0.0801,1.0234,33.19,-2.145,-0.389,0.771
0.0166,0.0798,1.0283,33.19,-2.084,-0.305,0.672
0.019,0.0769,1.0193,33.24,-2.183,-0.282,0.679
0.0225,0.0706,1.0195,33.14,-1.969,-0.351,0.634
0.0225,0.0789,1.0212,33.14,-2.176,-0.542,0.687
0.0164,0.0742,1.0273,33.14,-2.061,-0.427,0.664
0.0205,0.0796,1.0256,33.28,-2.053,-0.504,0.595
0.0198,0.0764,1.0208,33.28,-2.099,-0.328,0.634
0.0171,0.075,1.0232,33.09,-2.092,-0.603,0.824
0.0164,0.0774,1.0273,33.28,-2.198,-0.618,0.634
0.0195,0.0779,1.0281,33.28,-2.168,-0.55,0.672
0.0156,0.0796,1.02,33.19,-2.366,-0.191,0.473
0.0193,0.0786,1.0215,33.24,-2.328,-0.511,0.748
0.0178,0.0789,1.0256,33.24,-2.115,-0.557,0.511
0.0134,0.0771,1.0249,33.24,-2.061,-0.603,0.695
0.0215,0.0813,1.0208,33.14,-2.122,-0.313,0.519
0.0205,0.0776,1.0215,33.14,-2.229,-0.305,0.542
0.02,0.0742,1.02,33.24,-2.183,-0.252,0.679
0.0168,0.0784,1.0144,33.24,-1.977,-0.511,0.626
0.0178,0.0759,1.0171,33.24,-2.076,-0.412,0.756
0.0217,0.0764,1.0229,33.19,-1.962,-0.443,0.557
0.0168,0.0774,1.0183,33.19,-2.221,-0.412,0.809
0.0125,0.0767,1.0168,33.28,-2.115,-0.42,0.573
0.0164,0.0789,1.019,33.19,-2.313,-0.489,0.55
0.0234,0.0789,1.0249,33.19,-2.382,-0.489,0.725
0.0217,0.0752,1.0242,33.19,-2.275,-0.496,0.496
0.0195,0.0808,1.0217,33.19,-2.183,-0.481,0.679
0.0144,0.0815,1.019,33.19,-2.137,-0.42,0.664
0.0076,0.0813,1.0237,33.19,-2.275,-0.359,0.641
0.0195,0.0801,1.0244,33.19,-2.183,-0.183,0.733
0.0178,0.0762,1.0232,33.19,-2.076,-0.229,0.687
0.0139,0.0762,1.0156,33.19,-2.321,-0.443,0.496
0.0115,0.0779,1.0266,33.09,-2.122,-0.58,0.58
0.0156,0.0754,1.0229,33.14,-2.298,-0.519,0.687
0.0115,0.0752,1.0193,33.24,-2.153,-0.237,0.573
0.0186,0.0725,1.0156,33.24,-2.229,-0.496,0.466
0.0237,0.0745,1.0166,33.14,-2.191,-0.473,0.649
0.0193,0.0715,1.0278,33.24,-2.008,-0.427,0.58
0.0142,0.082,1.0247,33.24,-2.046,-0.344,0.664
0.0205,0.0784,1.0295,33.24,-2.153,-0.511,0.733
0.0203,0.0781,1.0339,33.24,-2.267,-0.427,0.695
0.0149,0.0745,1.0229,33.24,-2.122,-0.45,0.557
0.0098,0.0854,1.0193,33.33,-2.267,-0.534,0.58
0.0232,0.0769,1.0183,33.24,-2.198,-0.473,0.626
0.0212,0.0754,1.0193,33.24,-2.145,-0.435,0.649
0.0103,0.0691,1.0264,33.28,-2.137,-0.42,0.672
0.021,0.0779,1.0178,33.24,-2.076,-0.481,0.649
0.0161,0.0769,1.0164,33.19,-2.092,-0.305,0.656
0.021,0.0796,1.0212,33.19,-2.198,-0.443,0.756
0.021,0.0798,1.0208,33.28,-1.985,-0.595,0.718
0.0205,0.0813,1.0195,33.19,-2.275,-0.42,0.588
0.0125,0.0742,1.02,33.28,-2.282,-0.511,0.702
0.0215,0.0813,1.019,33.28,-2.252,-0.282,0.427
0.0107,0.0771,1.0225,33.24,-2.115,-0.618,0.542
0.0127,0.0793,1.0205,33.14,-2.198,-0.359,0.595
0.0144,0.0764,1.0203,33.33,-2.282,-0.443,0.573
0.0208,0.084,1.0181,33.24,-2.237,-0.588,0.695
0.0193,0.0715,1.022,33.24,-2.084,-0.511,0.725
0.0227,0.0786,1.0156,33.33,-2.26,-0.55,0.626
0.0183,0.0706,1.0222,33.19,-2.145,-0.504,0.458
0.0151,0.0747,1.02,33.19,-2.145,-0.374,0.595
0.0168,0.071,1.0166,33.28,-2.13,-0.321,0.687
0.0208,0.0767,1.0227,33.38,-2.115,-0.374,0.443
0.0161,0.0784,1.0261,33.19,-2.16,-0.634,0.573
0.0142,0.0747,1.0247,33.19,-1.977,-0.351,0.45
0.0164,0.0835,1.0229,33.09,-2.267,-0.191,0.603
0.0144,0.0776,1.0317,33.24,-1.992,-0.374,0.611
0.0166,0.0774,1.0188,33.14,-1.977,-0.328,0.687
0.0181,0.0786,1.0193,33.14,-2.145,-0.504,0.87
0.0173,0.0771,1.0254,33.24,-2.214,-0.29,0.626
0.0198,0.0774,1.0227,33.19,-2.13,-0.344,0.702
0.0166,0.0818,1.0186,33.24,-2.282,-0.435,0.618
0.0156,0.0796,1.0239,33.19,-2.191,-0.542,0.321
0.0195,0.0784,1.0229,33.19,-2.237,-0.405,0.725
0.0168,0.0798,1.0249,33.19,-2.206,-0.481,0.641
0.0144,0.072,1.0171,33.09,-2.115,-0.397,0.687
0.0103,0.0781,1.0242,33.19,-2.183,-0.458,0.794
0.0166,0.0759,1.0156,33.19,-2.092,-0.534,0.641
0.0188,0.0779,1.0254,33.19,-2.13,-0.42,0.618
0.0181,0.0774,1.019,33.14,-2.244,-0.45,0.672
0.0217,0.0718,1.0149,33.14,-2.29,-0.565,0.634
0.0156,0.0747,1.0183,33.14,-2.023,-0.344,0.573
0.0176,0.0774,1.0173,33.24,-2.015,-0.42,0.878
0.0229,0.0754,1.0237,33.14,-2.221,-0.42,0.603
0.0156,0.075,1.0283,33.19,-2.13,-0.359,0.595
0.0222,0.0715,1.0261,33.28,-2.183,-0.542,0.664
0.0168,0.0759,1.0242,33.19,-2.26,-0.389,0.649
0.0129,0.0745,1.0256,33.19,-2.115,-0.443,0.733
0.0205,0.0774,1.0205,33.09,-2.267,-0.496,0.611
0.0144,0.0769,1.0225,33.14,-2.214,-0.481,0.435
0.0181,0.0762,1.0317,33.14,-2.237,-0.412,0.672
0.0188,0.0803,1.0188,33.19,-2.198,-0.382,0.664
0.0198,0.0801,1.0229,33.24,-2.092,-0.557,0.664
0.0156,0.0789,1.0215,33.19,-2.198,-0.672,0.687
0.0095,0.075,1.0264,33.19,-2.031,-0.489,0.481
0.0173,0.0811,1.0273,33.19,-2.275,-0.29,0.672
0.0171,0.0806,1.0264,33.19,-2.275,-0.626,0.672
0.0161,0.0764,1.0215,33.28,-2.092,-0.275,0.725
0.0098,0.0815,1.0186,33.24,-2.099,-0.466,0.71
0.0217,0.0779,1.0151,33.33,-2.176,-0.344,0.756
0.0134,0.0779,1.0205,33.14,-2.252,-0.382,0.809
0.0225,0.0796,1.0278,33.14,-2.328,-0.672,0.733
0.0178,0.0791,1.0242,33.09,-2.099,-0.534,0.511
0.0225,0.0864,1.0247,33.19,-2.221,-0.351,0.695
0.0195,0.0769,1.0244,33.28,-2.305,-0.443,0.618
0.0198,0.0732,1.0186,33.19,-2.16,-0.374,0.664
0.0237,0.0811,1.0198,33.24,-2.206,-0.519,0.664
0.0181,0.0774,1.0132,33.14,-2.26,-0.511,0.817
0.0239,0.0732,1.0171,33.24,-2.374,-0.237,0.588
0.02,0.0742,1.0269,33.24,-2.374,-0.366,0.71
0.0225,0.0754,1.0269,33.19,-2.412,-0.267,0.763
0.0134,0.0742,1.0273,33.19,-2.13,-0.481,0.756
0.0227,0.0747,1.0237,33.28,-2.221,-0.45,0.565
0.0137,0.0737,1.0264,33.19,-2.252,-0.267,0.611
0.0181,0.0767,1.03,33.19,-2.183,-0.473,0.756
0.0186,0.0796,1.0254,33.28,-2.13,-0.45,0.58
0.0225,0.0769,1.0278,33.24,-2.305,-0.405,0.695
0.0239,0.0776,1.0137,33.24,-2.229,-0.542,0.786
0.0173,0.0811,1.0264,33.24,-2.084,-0.198,0.71
0.0142,0.0784,1.0144,33.19,-2.145,-0.16,0.641
0.0232,0.075,1.0303,33.19,-2.023,-0.344,0.786
0.0198,0.0789,1.0186,33.19,-2.214,-0.595,0.687
0.0195,0.0774,1.0315,33.19,-2.145,-0.42,0.725
0.0137,0.0784,1.0234,33.14,-2.145,-0.336,0.588
0.0134,0.0759,1.03,33.24,-2.229,-0.336,0.664
0.0188,0.0728,1.0129,33.19,-2.16,-0.557,0.817
0.0188,0.0701,1.0242,33.09,-2.107,-0.351,0.733
0.0176,0.0747,1.0288,33.28,-2.206,-0.473,0.649
0.0181,0.0747,1.02,33.14,-2.328,-0.588,0.672
0.022,0.0735,1.0237,33.24,-2.099,-0.221,0.733
0.021,0.0793,1.0195,33.24,-2.099,-0.489,0.817
0.0215,0.0793,1.0188,33.19,-2.214,-0.466,0.504
0.0178,0.0793,1.0212,33.28,-2.13,-0.542,0.687
0.0193,0.0762,1.0215,33.28,-2.084,-0.458,0.74
0.0159,0.0774,1.0259,33.19,-2.328,-0.557,0.565
0.0188,0.0757,1.022,33.28,-2.191,-0.282,0.725
0.0156,0.0762,1.0244,33.14,-2.321,-0.412,0.672
0.02,0.074,1.019,33.14,-2.183,-0.389,0.427
0.0159,0.0796,1.0205,33.24,-2.092,-0.397,0.534
0.0198,0.0828,1.0183,33.24,-2.267,-0.336,0.763
0.0137,0.0769,1.0203,33.19,-2.206,-0.305,0.603
0.0166,0.0774,1.0183,33.19,-2.13,-0.656,0.588
0.0181,0.0767,1.0259,33.19,-2.122,-0.267,0.672
0.0166,0.0779,1.0264,33.28,-2.206,-0.275,0.794
0.0239,0.0762,1.0229,33.28,-2.183,-0.443,0.702
0.0259,0.0813,1.0278,33.19,-2.061,-0.359,0.786
0.0161,0.0789,1.0188,33.19,-2.305,-0.42,0.55
0.019,0.0779,1.03,33.19,-1.992,-0.565,0.603
0.0186,0.073,1.0156,33.24,-2.214,-0.435,0.641
0.021,0.0798,1.0229,33.24,-1.962,-0.489,0.588
0.0198,0.0825,1.0171,33.24,-2.267,-0.466,0.649
0.0129,0.0774,1.0227,33.24,-2.214,-0.489,0.695
0.0154,0.0779,1.0327,33.24,-2.282,-0.282,0.756
0.0198,0.0779,1.0232,33.19,-2.26,-0.359,0.725
0.0139,0.075,1.0178,33.28,-2.282,-0.473,0.58
0.019,0.0825,1.0305,33.19,-2.206,-0.511,0.695
0.0205,0.073,1.0183,33.24,-2.183,-0.466,0.55
0.0166,0.0784,1.0239,33.24,-2.0,-0.45,0.626
0.0242,0.0757,1.0183,33.24,-2.191,-0.626,0.618
0.0168,0.0771,1.0195,33.28,-2.275,-0.542,0.679
0.0161,0.0776,1.0149,33.24,-2.053,-0.374,0.496
0.0115,0.0791,1.0283,33.19,-2.13,-0.481,0.611
0.0183,0.0725,1.0146,33.28,-2.145,-0.458,0.756
0.0134,0.0762,1.0217,33.28,-2.206,-0.519,0.863
0.0193,0.0776,1.0259,33.28,-2.244,-0.634,0.565
0.0181,0.0762,1.0151,33.28,-2.092,-0.496,0.779
0.0171,0.0791,1.0352,33.19,-2.092,-0.458,0.664
0.0173,0.0771,1.0168,33.28,-2.191,-0.435,0.649
0.0176,0.0732,1.0208,33.28,-2.229,-0.366,0.718
0.0203,0.0764,1.0193,33.28,-2.366,-0.55,0.527
0.0205,0.0723,1.0239,33.19,-2.145,-0.58,0.725
0.0183,0.0706,1.0242,33.28,-2.076,-0.382,0.588
0.0164,0.0793,1.0234,33.19,-2.137,-0.519,0.702
0.0181,0.074,1.0227,33.19,-1.977,-0.405,0.779
0.0132,0.0779,1.0256,33.28,-2.137,-0.611,0.687
0.0166,0.0803,1.0259,33.28,-2.061,-0.511,0.618
0.0146,0.0806,1.0322,33.14,-2.061,-0.397,0.786
0.0208,0.0771,1.0222,33.19,-2.023,-0.458,0.802
0.0151,0.0759,1.0193,33.24,-2.145,-0.42,0.817
0.0181,0.074,1.0144,33.33,-1.855,-0.405,0.656
0.0164,0.0806,1.0269,33.24,-2.229,-0.473,0.588
0.0146,0.0793,1.0156,33.24,-2.221,-0.496,0.656
0.0146,0.0779,1.0173,33.24,-2.168,-0.565,0.679
0.0129,0.0776,1.0186,33.24,-2.092,-0.351,0.664
0.0139,0.0796,1.0178,33.33,-2.176,-0.298,0.847
0.0183,0.0728,1.0159,33.24,-2.099,-0.405,0.55
0.0195,0.0823,1.0229,33.09,-2.145,-0.405,0.702
0.0142,0.071,1.031,33.28,-2.076,-0.534,0.58
0.0166,0.073,1.0203,33.19,-2.237,-0.435,0.618
0.0208,0.0776,1.021,33.19,-2.023,-0.374,0.702
0.0208,0.0791,1.0188,33.19,-2.275,-0.534,0.427
0.0239,0.075,1.0227,33.19,-2.214,-0.45,0.618
0.0146,0.0806,1.0205,33.19,-2.069,-0.153,0.763
0.0181,0.0759,1.0247,33.24,-2.221,-0.565,0.603
0.0154,0.0762,1.0188,33.24,-2.237,-0.458,0.565
0.0195,0.0698,1.0149,33.14,-2.145,-0.42,0.74
0.0225,0.0706,1.0215,33.14,-2.153,-0.328,0.664
0.0188,0.0786,1.0271,33.24,-2.046,-0.511,0.656
0.0203,0.0752,1.0242,33.24,-2.076,-0.427,0.611
0.0176,0.0803,1.0146,33.24,-2.26,-0.458,0.649
0.0215,0.0796,1.0186,33.19,-2.244,-0.427,0.656
0.0188,0.0774,1.0178,33.24,-2.244,-0.443,0.58
0.0127,0.0806,1.0193,33.28,-2.183,-0.405,0.702
0.0171,0.0774,1.021,33.24,-2.252,-0.435,0.748
0.0171,0.0771,1.0156,33.19,-2.237,-0.534,0.733
0.0205,0.0747,1.0261,33.28,-2.183,-0.519,0.588
0.0188,0.0789,1.0161,33.28,-2.29,-0.496,0.809
0.021,0.0776,1.0244,33.19,-2.198,-0.275,0.595
0.0188,0.0793,1.0254,33.19,-2.145,-0.443,0.542
0.0154,0.0771,1.0146,33.19,-2.221,-0.55,0.718
0.0181,0.0752,1.0232,33.09,-2.122,-0.481,0.603
0.0173,0.0793,1.0229,33.19,-2.366,-0.305,0.618
0.0125,0.0813,1.0188,33.19,-2.244,-0.382,0.588
0.02,0.0815,1.0229,33.28,-2.115,-0.489,0.718
0.0215,0.0784,1.0186,33.14,-2.313,-0.099,0.832
0.0178,0.0789,1.0249,33.14,-2.229,-0.557,0.687
0.0188,0.0789,1.0188,33.24,-2.176,-0.374,0.542
0.0142,0.0818,1.0146,33.14,-2.351,-0.489,0.679
0.0166,0.0803,1.0198,33.24,-2.137,-0.45,0.656
0.0176,0.0762,1.022,33.24,-2.206,-0.336,0.534
0.0134,0.0806,1.0225,33.24,-2.16,-0.496,0.626
0.0239,0.0708,1.0237,33.33,-2.221,-0.435,0.748
0.0188,0.073,1.0146,33.33,-2.298,-0.565,0.573
0.0249,0.0762,1.0198,33.28,-2.13,-0.55,0.664
0.0208,0.0745,1.0234,33.28,-2.084,-0.359,0.664
0.0156,0.0813,1.0225,33.14,-2.191,-0.321,0.489
0.0244,0.0779,1.0168,33.28,-2.168,-0.313,0.695
0.0203,0.0757,1.0305,33.19,-2.252,-0.458,0.634
0.0173,0.0767,1.03,33.28,-2.053,-0.382,0.672
0.0173,0.0745,1.0259,33.19,-2.122,-0.595,0.878
0.022,0.0786,1.0203,33.24,-2.237,-0.58,0.588
0.0112,0.075,1.0269,33.24,-2.069,-0.374,0.718
0.0154,0.082,1.0244,33.24,-2.237,-0.389,0.702
0.0103,0.0784,1.0215,33.19,-2.267,-0.42,0.779
0.0146,0.074,1.0212,33.24,-2.153,-0.443,0.634
0.0146,0.075,1.0283,33.28,-2.275,-0.267,0.634
0.0208,0.073,1.0193,33.33,-2.29,-0.466,0.748
0.0178,0.0713,1.0232,33.19,-2.137,-0.588,0.626
0.02,0.0735,1.022,33.24,-2.099,-0.435,0.618
0.0146,0.0798,1.0317,33.09,-2.084,-0.534,0.687
0.02,0.082,1.0225,33.28,-2.191,-0.366,0.595
0.0181,0.0784,1.0176,33.19,-2.206,-0.412,0.718
0.0237,0.0776,1.0195,33.28,-2.206,-0.45,0.595
0.0173,0.0823,1.0122,33.19,-2.183,-0.542,0.664
0.0171,0.075,1.0164,33.19,-2.328,-0.511,0.824
0.0178,0.0774,1.0161,33.19,-2.069,-0.573,0.695
0.0188,0.0789,1.0112,33.19,-2.092,-0.504,0.672
0.0244,0.0793,1.0166,33.19,-2.191,-0.565,0.603
0.0144,0.0776,1.0259,33.28,-2.137,-0.611,0.511
0.0127,0.0801,1.0278,33.28,-2.252,-0.542,0.595
0.0193,0.0759,1.0232,33.19,-2.206,-0.427,0.534
0.0139,0.0735,1.02,33.19,-2.221,-0.443,0.603
0.0171,0.0771,1.0151,33.28,-2.267,-0.313,0.695
0.0154,0.0811,1.0212,33.28,-2.252,-0.489,0.817
0.0115,0.0767,1.0254,33.28,-2.122,-0.244,0.641
0.0193,0.0811,1.0186,33.28,-2.16,-0.298,0.672
0.0156,0.0737,1.0186,33.19,-2.336,-0.412,0.618
0.0156,0.0803,1.0144,33.19,-2.252,-0.405,0.611
0.0188,0.0791,1.0225,33.19,-2.076,-0.412,0.702
0.0269,0.0759,1.0283,33.19,-2.145,-0.481,0.626
0.0164,0.0791,1.0222,33.19,-2.092,-0.626,0.466
0.019,0.0774,1.0208,33.28,-2.092,-0.504,0.557
0.0198,0.0723,1.0239,33.28,-2.42,-0.58,0.557
0.0159,0.074,1.0251,33.19,-2.26,-0.511,0.74
0.0168,0.0784,1.0168,33.28,-2.038,-0.481,0.573
0.0178,0.0781,1.0161,33.19,-2.359,-0.466,0.634
0.009,0.0762,1.0256,33.09,-2.275,-0.313,0.557
0.0151,0.0752,1.0205,33.19,-2.076,-0.412,0.763
0.0227,0.0735,1.0291,33.19,-2.115,-0.504,0.58
0.0215,0.0789,1.0139,33.19,-2.206,-0.267,0.649
0.0195,0.0764,1.021,33.28,-2.145,-0.58,0.565
0.0225,0.0793,1.0242,33.28,-2.145,-0.603,0.733
0.0198,0.0823,1.02,33.24,-2.16,-0.374,0.679
0.0232,0.0801,1.0356,33.19,-2.13,-0.313,0.74
0.0205,0.0801,1.0256,33.19,-2.153,-0.542,0.55
0.0212,0.0806,1.0198,33.28,-2.191,-0.427,0.695
0.0134,0.0784,1.0251,33.28,-2.168,-0.481,0.664
0.0244,0.075,1.0259,33.19,-2.038,-0.405,0.603
0.0127,0.0769,1.0203,33.19,-2.145,-0.366,0.832
0.0178,0.0771,1.0244,33.28,-2.214,-0.252,0.641
0.0166,0.0806,1.021,33.19,-2.16,-0.466,0.573
0.0156,0.0815,1.0215,33.28,-2.145,-0.359,0.595
0.0166,0.0762,1.0208,33.19,-2.115,-0.366,0.809
0.0208,0.0811,1.0142,33.28,-2.137,-0.305,0.771
0.0137,0.0833,1.0303,33.09,-2.183,-0.489,0.748
0.0171,0.0828,1.019,33.19,-2.115,-0.374,0.748
0.0232,0.0754,1.0234,33.19,-2.198,-0.366,0.786
0.0203,0.074,1.0217,33.24,-2.053,-0.489,0.611
0.0107,0.0747,1.0215,33.14,-2.13,-0.45,0.542
0.0181,0.0779,1.0195,33.24,-2.321,-0.359,0.603
0.0164,0.0798,1.0244,33.24,-2.321,-0.42,0.595
0.0161,0.0798,1.0244,33.24,-2.0,-0.466,0.695
0.0149,0.0771,1.0242,33.14,-2.237,-0.481,0.687
0.0195,0.0815,1.0212,33.24,-2.153,-0.359,0.695
0.0129,0.082,1.0227,33.24,-1.992,-0.374,0.634
0.0186,0.0774,1.02,33.33,-2.122,-0.382,0.702
0.0186,0.0789,1.0266,33.33,-2.13,-0.458,0.847
0.0149,0.0815,1.0149,33.24,-2.145,-0.382,0.656
0.0156,0.075,1.0229,33.14,-2.076,-0.351,0.458
0.0132,0.0759,1.0203,33.24,-2.16,-0.321,0.611
0.0176,0.0745,1.0195,33.19,-2.221,-0.389,0.664
0.0188,0.0767,1.019,33.14,-2.008,-0.389,0.672
0.0186,0.0745,1.0293,33.24,-2.351,-0.58,0.519
0.0122,0.0781,1.0129,33.24,-2.206,-0.504,0.542
0.02,0.0767,1.0271,33.24,-2.053,-0.298,0.641
0.0193,0.074,1.0251,33.24,-2.191,-0.389,0.55
0.0186,0.0769,1.0217,33.24,-2.176,-0.473,0.565
0.0181,0.0742,1.0215,33.24,-2.16,-0.412,0.565
0.0183,0.0747,1.0161,33.24,-2.244,-0.321,0.45
0.0168,0.074,1.0137,33.24,-2.191,-0.344,0.55
0.0159,0.0767,1.0229,33.24,-2.305,-0.641,0.84
0.0149,0.0806,1.0305,33.14,-2.084,-0.405,0.58
0.0186,0.0796,1.0144,33.14,-2.206,-0.321,0.611
0.0161,0.0728,1.0232,33.24,-2.214,-0.344,0.534
0.0205,0.0791,1.019,33.24,-2.046,-0.336,0.489
0.0195,0.0759,1.0205,33.09,-2.168,-0.504,0.374
0.0178,0.0789,1.0212,33.19,-2.168,-0.519,0.718
0.0164,0.0823,1.019,33.19,-2.137,-0.489,0.626
0.0156,0.0803,1.0215,33.28,-2.214,-0.504,0.55
0.0198,0.0833,1.019,33.28,-2.176,-0.466,0.389
0.0203,0.0752,1.0217,33.19,-2.328,-0.496,0.687
0.0159,0.074,1.0347,33.19,-2.092,-0.382,0.725
0.0183,0.0764,1.0178,33.28,-2.092,-0.496,0.664
0.0195,0.0754,1.0215,33.28,-2.107,-0.534,0.672
0.02,0.0767,1.0149,33.19,-2.29,-0.405,0.664
0.0171,0.0815,1.0198,33.19,-2.176,-0.443,0.634
